Doi,Title,Year,Type,Url,Authors,Topic,Subfield,Field,Domain,Cites,Cited_by,Keywords,Abstract
10.1145/3596519,A Systematic Study on Reproducibility of Reinforcement Learning in Recommendation Systems,2023,journal-article,https://doi.org/10.1145/3596519,"0000-0002-1394-0507, 0000-0002-0235-0421, 0000-0001-9983-2330, 0000-0002-4805-5516",Optimization of Multi-Armed Bandit Problems,Management Science and Operations Research,Decision Sciences,Social Sciences,74,2,"['Responsibility in AI', 'Machine Learning Interpretability', 'Model Interpretability', 'Incremental Learning', 'Interpretable Models', 'Hyperparameter', 'Code (set theory)']",
10.3390/agriculture13010177,Development of a Knowledge-Based Expert System for Diagnosing Post-Harvest Diseases of Apple,2023,journal-article,https://doi.org/10.3390/agriculture13010177,"0000-0002-1394-0507, 0000-0001-9983-2330, 0000-0002-4359-3817, 0000-0002-4805-5516",Genetics and Cultivation of Bananas,Plant Science,Agricultural and Biological Sciences,Life Sciences,32,4,"['Plant Disease Detection', 'Subject-matter expert']",
10.1007/978-3-031-34344-5_5,Causal Discovery with Missing Data in a Multicentric Clinical Study,2023,book-chapter,https://doi.org/10.1007/978-3-031-34344-5_5,"0000-0002-1394-0507, 0000-0003-4423-2121, 0000-0001-8522-6882, 0000-0001-5454-2428, 0000-0002-6138-1236, 0000-0001-6873-7832, 0000-0002-2151-7266",Learning and Inference in Bayesian Networks,Artificial Intelligence,Computer Science,Physical Sciences,5,2,"['Causal Discovery', 'Causal Inference', 'Mixed-Effects Models', 'Matching Methods', 'Sensitivity Analysis', 'Causal structure', 'Soundness', 'Causal model']",
10.3390/a13120329,Hard and Soft EM in Bayesian Network Learning from Incomplete Data,2020,journal-article,https://doi.org/10.3390/a13120329,"0000-0002-1394-0507, 0000-0002-2509-271X, 0000-0002-5366-8499, 0000-0002-2151-7266",Learning and Inference in Bayesian Networks,Artificial Intelligence,Computer Science,Physical Sciences,27,11,"['Structure Learning', 'Probabilistic Learning', 'Imputation (statistics)', 'Structural Equation Modeling', 'Model Complexity', 'Bayesian Modeling', 'Graphical model', 'Belief propagation']",
10.1007/978-3-031-71736-9_4,Assessing Document Sanitization for Controlled Information Release and Retrieval in Data Marketplaces,2024,book-chapter,https://doi.org/10.1007/978-3-031-71736-9_4,"0000-0002-2274-9050, 0000-0003-2661-8573",Security Challenges in Cloud Computing,Information Systems,Computer Science,Physical Sciences,13,0,"['Anonymization', 'Remote Data Checking', 'Data Storage', 'Provable Data Possession', 'Privacy']",
10.1007/978-3-031-70239-6_23,Automating Gender-Inclusive Language Modification in Italian University Administrative Documents,2024,book-chapter,https://doi.org/10.1007/978-3-031-70239-6_23,"0000-0002-2274-9050, 0000-0002-6080-8170",Statistical Machine Translation and Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences,16,0,"['Inclusive Language', 'Linguistic Reform', 'Grammatical Gender', 'Language Modeling', 'Language Education']",
10.1007/978-3-031-56027-9_16,Beyond Topicality: Including Multidimensional Relevance in Cross-encoder Re-ranking,2024,book-chapter,https://doi.org/10.1007/978-3-031-56027-9_16,"0000-0002-2274-9050, 0000-0001-9937-6494, 0000-0001-2345-6789, 0000-0002-6080-8170",Statistical Machine Translation and Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences,36,1,"['Relevance (law)', 'Topic Modeling']",
10.1007/978-3-031-56069-9_54,ROMCIR 2024: Overview of the 4th Workshop on Reducing Online Misinformation Through Credible Information Retrieval,2024,book-chapter,https://doi.org/10.1007/978-3-031-56069-9_54,"0000-0002-2274-9050, 0000-0003-0591-877X",The Spread of Misinformation Online,Sociology and Political Science,Social Sciences,Social Sciences,15,2,"['Misinformation', 'Online Credibility', 'Information Retrieval']",
10.1109/WI-IAT59888.2023.00066,Explainability of the Effects of Non-Perturbative Data Protection in Supervised Classification,2023,conference-paper,https://doi.org/10.1109/WI-IAT59888.2023.00066,"0000-0002-2274-9050, 0009-0006-9725-2045, 0000-0002-7570-637X, 0000-0003-2661-8573",Privacy-Preserving Techniques for Data Analysis and Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences,25,0,"['Model Interpretability', 'Machine Learning Interpretability', 'Interpretable Models', 'Labeled data']",
10.1145/3599696.3612902,Leveraging Socio-contextual Information in BERT for Fake Health News Detection in Social Media,2023,conference-paper,https://doi.org/10.1145/3599696.3612902,"0000-0002-2274-9050, 0000-0001-9937-6494, 0000-0002-6080-8170",The Spread of Misinformation Online,Sociology and Political Science,Social Sciences,Social Sciences,52,5,"['Misinformation', 'Topic Modeling', 'Fake news']",
10.1007/s11042-022-13368-z,Vec4Cred: a model for health misinformation detection in web pages,2022,journal-article,https://doi.org/10.1007/s11042-022-13368-z,"0000-0002-2274-9050, 0000-0001-9937-6494, 0000-0002-6080-8170",The Spread of Misinformation Online,Sociology and Political Science,Social Sciences,Social Sciences,49,16,"['Misinformation', 'Health Misinformation']",
10.1007/978-3-031-43412-9_21,A Passage Retrieval Transformer-Based Re-Ranking Model for Truthful Consumer Health Search,2023,book-chapter,https://doi.org/10.1007/978-3-031-43412-9_21,"0000-0002-2274-9050, 0000-0001-9937-6494, 0000-0002-6080-8170",Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences,38,2,"['Relevance (law)', 'Information Retrieval', 'Learning to Rank', 'Relevance Feedback', 'Topic Modeling', 'Query Analysis', 'News aggregator']",
10.1007/978-3-031-28241-6_45,ROMCIR 2023: Overview of the 3rd Workshop on Reducing Online Misinformation Through Credible Information Retrieval,2023,book-chapter,https://doi.org/10.1007/978-3-031-28241-6_45,"0000-0002-2274-9050, 0000-0003-0591-877X",The Spread of Misinformation Online,Sociology and Political Science,Social Sciences,Social Sciences,15,3,"['Relevance (law)', 'Online Credibility', 'Misinformation', 'Spam Detection', 'Rumor Detection', 'Identification (biology)']",
10.1108/LHT-12-2020-0317,Readers' engagement through digital social reading on Twitter: the TwLetteratura case study,2021,journal-article,https://doi.org/10.1108/LHT-12-2020-0317,"0000-0002-2274-9050, 0000-0001-6634-121X, 0000-0002-5769-1311",Impact of Social Media on Well-being and Behavior,Sociology and Political Science,Social Sciences,Social Sciences,29,23,"['User Engagement', 'Value (mathematics)']",
10.3390/ijerph19042173,Health Misinformation Detection in the Social Web: An Overview and a Data Science Approach,2022,journal-article,https://doi.org/10.3390/ijerph19042173,"0000-0002-2274-9050, 0000-0002-9818-6821",The Spread of Misinformation Online,Sociology and Political Science,Social Sciences,Social Sciences,44,49,"['Misinformation', 'Health Misinformation', 'Online Credibility', 'Web of science']",
10.1007/978-3-031-20891-1_10,An Unsupervised Approach to Genuine Health Information Retrieval Based on Scientific Evidence,2022,book-chapter,https://doi.org/10.1007/978-3-031-20891-1_10,"0000-0002-2274-9050, 0000-0001-9937-6494, 0000-0002-6080-8170",The Spread of Misinformation Online,Sociology and Political Science,Social Sciences,Social Sciences,32,5,"['Misinformation', 'Internet Health Information', 'Health Literacy', 'Information Seeking Behavior', 'Information Retrieval', 'Health Misinformation', 'Scientific evidence', 'Information needs']",
10.1007/978-3-030-99739-7_71,ROMCIR 2022: Overview of the 2nd Workshop on Reducing Online Misinformation Through Credible Information Retrieval,2022,book-chapter,https://doi.org/10.1007/978-3-030-99739-7_71,"0000-0002-2274-9050, 0000-0003-0591-877X",The Spread of Misinformation Online,Sociology and Political Science,Social Sciences,Social Sciences,6,3,"['Misinformation', 'Disinformation', 'Microblogging', 'Information Retrieval']",
10.1016/j.future.2021.06.044,Assessing vulnerability to psychological distress during the COVID-19 pandemic through the analysis of microblogging content,2021,journal-article,https://doi.org/10.1016/j.future.2021.06.044,"0000-0002-2274-9050, 0000-0002-2979-2107, 0000-0001-9548-8720, 0000-0003-2612-4119, 0000-0002-6877-6169, 0000-0002-6080-8170",Psychological Language Analysis in Social Media,Social Psychology,Psychology,Social Sciences,49,19,"['Microblogging', 'Vulnerability (computing)', 'Identification (biology)', 'Sentiment Analysis', 'Pandemic']",
10.1007/s13278-021-00779-3,Echo chamber detection and analysis,2021,journal-article,https://doi.org/10.1007/s13278-021-00779-3,"0000-0002-2274-9050, 0000-0002-9670-3354, 0000-0002-6080-8170",The Spread of Misinformation Online,Sociology and Political Science,Social Sciences,Social Sciences,52,27,"['Homophily', 'Microblogging', 'Social Influence', 'Echo (communications protocol)']",
10.1192/j.eurpsy.2021.3,Surveilling COVID-19 Emotional Contagion on Twitter by Sentiment Analysis,2021,journal-article,https://doi.org/10.1192/j.eurpsy.2021.3,"0000-0002-2274-9050, 0000-0002-2979-2107, 0000-0002-1934-5899, 0000-0003-4889-2768, 0000-0002-6080-8170, 0000-0002-6877-6169",The Spread of Misinformation Online,Sociology and Political Science,Social Sciences,Social Sciences,22,50,"['Twitter Sentiment', 'Microblogging', 'Sentiment Analysis', 'Emotional contagion', 'Pandemic']",
10.1007/978-3-030-85251-1_9,A Multi-Task Learning Model for Multidimensional Relevance Assessment,2021,book-chapter,https://doi.org/10.1007/978-3-030-85251-1_9,"0000-0002-2274-9050, 0009-0000-7783-9937, 0000-0002-6080-8170",Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences,43,3,"['Relevance (law)', 'Learning to Rank', 'Relevance Feedback', 'Representation Learning', 'Topic Modeling', 'Transfer Learning']",
10.1007/978-3-030-72240-1_87,ROMCIR 2021: Reducing Online Misinformation through Credible Information Retrieval,2021,book-chapter,https://doi.org/10.1007/978-3-030-72240-1_87,"0000-0002-2274-9050, 0000-0003-0812-5927",The Spread of Misinformation Online,Sociology and Political Science,Social Sciences,Social Sciences,7,3,"['Online Credibility', 'Misinformation']",
10.3390/ijerph17051510,Detecting Binge Drinking and Alcohol-Related Risky Behaviours from Twitter’s Users: An Exploratory Content- and Topology-Based Analysis,2020,journal-article,https://doi.org/10.3390/ijerph17051510,"0000-0002-2274-9050, 0000-0002-2979-2107, 0000-0003-2612-4119, 0000-0002-6877-6169, 0000-0002-6080-8170",Detection and Prevention of Phishing Attacks,Information Systems,Computer Science,Physical Sciences,58,14,"['Binge drinking', 'Behavioral Analysis', 'Web Crawling', 'Sample (material)']",
10.1007/978-3-030-58219-7_19,Overview of the CLEF eHealth Evaluation Lab 2020,2020,book-chapter,https://doi.org/10.1007/978-3-030-58219-7_19,"0000-0002-2274-9050, 0000-0001-7491-1980, 0000-0002-4195-1641, 0000-0003-1131-5238, 0000-0002-5654-001X, 0000-0002-2646-8782, 0000-0003-4938-1935, 0000-0002-6080-8170, 0000-0003-0878-5263, 0000-0002-4502-4925",Biomedical Ontologies and Text Mining,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,41,30,"['Clef', 'eHealth', 'Clinical Coding']",
10.1007/978-3-030-60975-7_22,Social Search and Task-Related Relevance Dimensions in Microblogging Sites,2020,book-chapter,https://doi.org/10.1007/978-3-030-60975-7_22,"0000-0002-2274-9050, 0009-0000-7783-9937, 0000-0002-6080-8170",Web Data Extraction and Crawling Techniques,Information Systems,Computer Science,Physical Sciences,54,6,"['Microblogging', 'Relevance (law)', 'Web Crawling']",
10.1016/j.ins.2019.07.037,A Multi-Criteria Decision Making approach based on the Choquet integral for assessing the credibility of User-Generated Content,2019,journal-article,https://doi.org/10.1016/j.ins.2019.07.037,"0000-0002-2274-9050, 0000-0002-6080-8170",Detection and Prevention of Phishing Attacks,Information Systems,Computer Science,Physical Sciences,55,32,"['Choquet integral', 'User-generated content', 'Online Credibility', 'Social web']",
10.1007/s00779-018-01194-w,"LOOKER: a mobile, personalized recommender system in the tourism domain based on social media user-generated content",2019,journal-article,https://doi.org/10.1007/s00779-018-01194-w,"0000-0002-2274-9050, 0000-0001-5065-8618, 0000-0002-2337-3745, 0000-0003-4952-2136, 0000-0002-6080-8170",Recommender System Technologies,Information Systems,Computer Science,Physical Sciences,78,42,"['Microblogging', 'User-generated content', 'Context-Aware Recommender Systems', 'Travel Behavior', 'Content-Based Recommendation', 'Trust-Aware Recommender Systems', 'User Modeling', 'Location-based service', 'User profile']",
10.1007/978-3-030-26773-5_6,Fake News Detection in Microblogging Through Quantifier-Guided Aggregation,2019,book-chapter,https://doi.org/10.1007/978-3-030-26773-5_6,"0000-0002-2274-9050, 0000-0003-4966-1013, 0000-0002-6080-8170",Detection and Prevention of Phishing Attacks,Information Systems,Computer Science,Physical Sciences,28,4,"['Microblogging', 'Rumor Detection', 'Fake news', 'User-generated content']",
10.1007/978-3-030-27629-4_35,Towards Flexible Energy Supply in European Smart Environments,2019,book-chapter,https://doi.org/10.1007/978-3-030-27629-4_35,"0000-0002-2274-9050, 0000-0003-2745-3539",Lithium-ion Battery Management in Electric Vehicles,Automotive Engineering,Engineering,Physical Sciences,11,0,"['Unavailability', 'Smart Grid Applications', 'Energy Efficiency', 'Energy supply']",
10.3233/FAIA241056,A Data-Driven Approach Supporting Location Decisions for Docking Stations in Bike-Sharing Systems,2024,book-chapter,https://doi.org/10.3233/FAIA241056,"0000-0002-7916-6438, 0000-0002-6958-8215, 0000-0003-1994-8929, 0000-0002-4212-9844",Trajectory Data Mining and Analysis,Signal Processing,Computer Science,Physical Sciences,0,0,"['Bike sharing', 'Location-Based Data', 'Docking (animal)', 'Location Prediction', 'GPS Data', 'Path Planning', 'Trajectory Data Mining', 'Data sharing']",
10.3390/digital4040041,Visual Analytics for Sustainable Mobility: Usability Evaluation and Knowledge Acquisition for Mobility-as-a-Service (MaaS) Data Exploration,2024,journal-article,https://doi.org/10.3390/digital4040041,"0000-0002-7916-6438, 0009-0001-1072-1210, 0000-0002-6958-8215",Information Visualization and Visual Data Mining,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,48,1,"['Visual Analytics', 'Information Visualization', 'Interactive Visualization', 'Data Exploration', 'Graph Visualization']",
10.1007/978-3-031-30445-3_41,Comparison of the Use of UWB and BLE as Positioning Methods in Data-Driven Modeling of Pedestrian Dynamics,2023,book-chapter,https://doi.org/10.1007/978-3-031-30445-3_41,"0000-0002-7916-6438, 0000-0003-1420-981X, 0000-0002-7261-5042, 0000-0003-2964-745X",Modeling Pedestrian Dynamics and Evacuations,Ocean Engineering,Engineering,Physical Sciences,12,0,"['Pedestrian Dynamics', 'Location-Based Data', 'Crowd Simulation']",
10.3390/fi15010012,Pedestrian Simulation with Reinforcement Learning: A Curriculum-Based Approach,2022,journal-article,https://doi.org/10.3390/fi15010012,"0000-0002-7916-6438, 0000-0001-6519-5011",Modeling Pedestrian Dynamics and Evacuations,Ocean Engineering,Engineering,Physical Sciences,30,6,"['Reinforcement Learning', 'Simulations', 'Crowd Simulation', 'Pedestrian Dynamics', 'Agent-Based Modeling']",
10.3390/geosciences12010009,How Academics and the Public Experienced Immersive Virtual Reality for Geo-Education,2021,journal-article,https://doi.org/10.3390/geosciences12010009,"0000-0002-7916-6438, 0000-0003-3256-0793, 0000-0002-3254-2571, 0000-0003-2203-3797, 0000-0002-5099-0351, 0000-0001-8384-3019, 0000-0002-5816-6316, 0000-0001-9918-7079, 0000-0002-0798-6429, 0000-0002-5818-5947, 0000-0003-3702-9694, 0000-0001-7262-8719, 0000-0003-2157-8760, 0000-0001-8842-9730, 0000-0002-5574-2787, 0000-0002-5765-1248, 0000-0002-1071-3958, 0000-0002-0915-3711, 0000-0001-7232-0693, 0000-0001-5149-6091, 0000-0001-9411-1729, 0000-0002-2023-2912, 0000-0002-4389-8688, 0000-0003-2871-8009",Virtual Presence and Embodiment in VR Research,Human-Computer Interaction,Computer Science,Physical Sciences,33,24,"['Geospatial Applications', 'Geotourism', 'Virtual Reality', 'Immersive technology']",
